"inv_num","add_credit","url","title","year","display_year","medium","dims","pitch","ps","live_url","youtube","related_code","subheading","download","commission","related"
"2014-078",,"2014-078-all-the-small-things-edition","All The Small Things",2014,2014,"Xerox and hand stamp on paper",,,,,,,"(Edition)",,,
"2014-060",,"2014-060-dvd-power-tower-80-by-sharper-image-design","DVD Power Tower 80 by Sharper Image Design",2014,2014,"DVD rack, Dvd's",,"​DVD rack with crap DVD’s….",,,,,,,,
"2014-051",,"2014-051-you-only-live-once","You Only Live Once",2014,2014,"Foam pool noodles, necklace, rubber wristband, tailored Nike sweatpant leg, tailored Hooters sweatpant leg, tailored Bravado Arcangel Surfware sweatpant leg","140 cm x variable width x variable depth",,,,,,,,,
"2014-047",,"2014-047-scene-girls","Scene Girls",2014,2014,"Foam pool noodles, socks, Monster High ear warmer, RCA 5CD changer stereo, Blood on the Dance Floor ""Evolution"" Compact Disc and case","140 cm x variable width x variable depth",,,,,,,,,
"2014-046",,"2014-046-raw-youth","Raw Youth",2014,2014,"Foam pool noodles, wristband, tailored Bravado Justin Bieber Vertical Hoodie, Skullcandy headphones, Apple iPod classic and charger, Apple iPhone 5 case, Skrillex “Scary Monsters And Nice Sprites” MPEG-1 Audio Layer III file","140 cm x variable width x variable depth",,,,,,,,,
"2014-041",,"2014-041-hater","Hater",2014,2014,"Foam pool noodle, wristband","140 cm x variable width x variable depth",,,,,,,,,
"2014-040",,"2014-040-gravers","Gravers",2014,2014,"Foam pool noodles, tailored sweatpant leg, necklace, armbands (Nike, etc), wristband (Adidas, etc), Stinger All Mountain Performance Ski","140 cm x variable width x variable depth",,,,,,,,,
"2014-039",,"2014-039-established-92","Established '92",2014,2014,"Foam pool noodles, Angry Birds band-aids, tailored Abercrombie & Fitch sweatpant leg","140 cm x variable width x variable depth",,,,,,,,,
"2014-037",,"2014-037-dunks","Dunks",2014,2014,"Foam pool noodles, Miami Dolphins socks, Stance Julius Erving Nj Nets Socks, wristband","140 cm x variable width x variable depth",,,,,,,,,
"2014-036",,"2014-036-doooh","D'oooh",2014,2014,"Foam pool noodles, armbands, Santa Cruz skateboard","140 cm x variable width x variable depth",,,,,,,,,
"2014-035",,"2014-035-calcium-source","Calcium Source",2014,2014,"Foam pool noodles, Fiber One 36 packs, Apple iPhone 5 case, Apple iPhone 5 band, tailored Aeropostale sweatpant leg","140 cm x variable width x variable depth",,,,,,,,,
"2014-034",,"2014-034-tools","Tools",2014,2014,"Foam pool noodles, bluetooth earpieces","140 cm x variable width x variable depth",,,,,,,,,
"2014-033",,"2014-033-bath-safety","Bath Safety",2014,2014,"Foam pool noodle, Bounty paper towel rolls, sweatband, Medline cane","140 cm x variable width x variable depth ",,,,,,,,,
"2014-032",,"2014-032-so-shines-a-good-deed-in-a-weary-world","So shines a good deed in a weary world (dunkindonuts.com)",2014,2014,"Single channel video","Vaiable","​Surfing around dunkindonuts.com…...",,,,,,,,
"2014-031",,"2014-031-max-perks","Max Perks (officemax.com)",2014,2014,"Single channel video","Variable","​Surfing around officemax.com.....",,,,,,,,
"2014-030",,"2014-030-ideas-in-action","Ideas In Action (starbucks.com)",2014,2014,"Single channel video","Variable","​Surfing around Starbucks user forums…...",,,"https://www.youtube.com/watch?v=UWItpHYg_3Y&t=264s",,,,,
"2014-025",,"2014-025-you-only-live-once-poster-srf-018","You Only Live Once Poster (SRF-018)",2014,2014,"Inkjet on paper","24 X 36 inches","​Poster for You Only Live Once",,,,,,,,
"2014-024",,"2014-024-the-warhol-files","The Warhol Files",2014,2014,"Essay",,"​Text about the super fun Warhol Amiga preservation project I did (w / The Carnegie Computer Club, The Carnegie Museum of Art, The Andy Warhol Museum, and The Frank-Ratchye STUDIO for Creative Inquiry). Also covers more general thoughts on preservation / performance. ;-)",,"http://artforum.com/inprint/id=46874",,,,,,"[4103] [2012-029-andy-warhol-amiga-preservation] 2012-029 Andy Warhol Amiga Preservation"
"2014-020",,"2014-020-photoshop-cs","Photoshop CS: 58 by 48 inches, 300 DPI, RGB, square pixels, default gradient ""Blue, Red, Yellow"", mousedown y=15350 x=12150, mouseup y=10100 x=7750; tool ""Wand"", select y=4750 x=5200, tolerance=100, contiguous=off; default gradient ""Blue, Red, Yellow"", mousedown y=9200 x=1200, mouseup y=2300 x=10500 ",2014,2014,"Chromogenic print","58x48in",,,,,,,,,
"2014-019",,"2014-019-photoshop-cs","Photoshop CS: 32 by 40 inches, 300 DPI, RGB, square pixels, default gradient ""Chrome"", mousedown y=2320 x=5440, mouseup y=6760 x=5140",2014,2014,"Chromogenic print","32x40in",,,,,,,,,
"2014-018",,"2014-018-photoshop-cs","Photoshop CS: 44 by 40 inches, 300 DPI, RGB, square pixels, default gradient ""Spectrum"", mousedown y=1520 x=4920, mouseup y=10400 x=5720",2014,2014,"Chromogenic print","44x40in",,,,,,,,,
"2014-017",,"2014-017-photoshop-cs","Photoshop CS: 86 by 60 inches, 300 DPI, RGB, square pixels, default gradient ""Blue, Red, Yellow"", mousedown y=23300 x=17300, mouseup y=14900 x=6600",2014,2014,"Chromogenic print","86 x 60 in",,,,,,,,,
"2014-015",,"2014-015-ducati","Ducati",2014,2014,"Pen and high-lighter on paper","16 x 22in",,,,,,,,,
"2014-013","Cory Arcangel for Arcangel Surfware","2014-013-photoshop-gradient-demonstration-bedsheets-srf-011","Photoshop Gradient Demonstration Bedsheets (SRF-011)",2014,2014,"Bedsheets","Queen","A Photoshop Gradient Demonstration rendered on high-quality bedsheets. Lets do this!",,,,,,,,
"2014-009","Cory Arcangel for Arcangel Surfware","2014-009-photoshop-gradient-demonstration-ipad-case-srf-007","Photoshop Gradient Demonstration iPad Case (SRF-007)",2014,2014,"iPad Case","Ipad 2/3/4","Plastic iPad case printed with an image from the Photoshop Gradient Demonstration series.",,,,,,,,
"2014-008","Cory Arcangel for Arcangel Surfware","2014-008-photoshop-gradient-demonstration-iphone-case-srf-006","Photoshop Gradient Demonstration iPhone Case (SRF-006)",2014,2014,"iPhone Case","iPhone 5/5s","Plastic iPhone 5 case printed with an image from the Photoshop Gradient Demonstration series.",,,,,,,,
"2014-007","Cory Arcangel for Arcangel Surfware","2014-007-fitted-otto-flexfit-hat-srf-005","Fitted Otto Flexfit Hat (SRF-005)",2014,2014,"Otto Flexfit Hat","S/M L/XL","White Hat with Embroidered Red Arcangel Surfware Logo.",,,,,,,,
"2014-006","Cory Arcangel for Arcangel Surfware","2014-006-signature-front-back-sweatpants-srf-004","Signature Front/Back Sweatpants (SRF-004)",2014,2014,"Sweatpants","Sweatpants with a gradient pattern text along the leg.","Arcangel Surfware sweatpants with a gradient pattern text along the leg.",,,,,,,,
"2014-005","Cory Arcangel for Arcangel Surfware","2014-005-spectrum-yin-yang-crest-hoodie-srf-003","Spectrum Yin-Yang Crest Hoodie (SRF-003)",2014,2014,"Hoodie","Small, Medium, Large, X-Large, XX-Large","Hooded white sweatshirt with a large Arcangel Surfware Spectrum Yin-Yang Crest on the back and a smaller one on the front.",,,,,,,,
"2014-004","Cory Arcangel for Arcangel Surfware","2014-004-spectrum-yin-yang-crest-t-shirt-srf-002","Spectrum Yin-Yang Crest- T-Shirt (SRF-002)",2014,2014,"Shirt","Small, Medium, Large, X-Large, XX-Large","Brand tee for Arcangel Surfware.",,,,,,,,
"2013-31-",,"2013-31-diddy-lakes","Diddy / Lakes",2013,2013,"1920x1080 H.264/MPEG-4 Part 10 looped digital file (from ​lossless ​Quicktime Animation master), media player, 70” flatscreen, armature, various cables","79 x 36.5 x 11 inches","Diddy w/ Lake effect .....",,,,,,,,
"2013-226","OPN","2013-226-joyvtl-jvbuayf","Joyvtl Jvbuayf",2013,2013,"Real audio file",,"Compressed the OPN track as real audio.&nbsp;",,,,,,,,
"2013-221","Cory Arcangel for Arcangel Surfware","2013-221-24-dances-for-electric-piano-drawing-srf-013","24 Dances For The Electric Piano Dunk (SRF-013) ",2014,2013,"Pencil on paper","12 in x 12 in","​Plotter drawing of the dunk plot on the cover of the 24 Dances for Electric Piano vinyl.",,,,,"(Drawing)",,,"[4138] [2013-115-24-Dances-For-The-Electric-Piano] 2013-015 24 Dances For The Electric Piano (SRF-001)"
"2013-219","Cory Arcangel for Arcangel Surfware","2013-219-24-dances-for-the-electric-piano-long-sleeve-silkscreened-t-shirt","24 Dances For The Electric Piano Long-Sleeve Silkscreened T-Shirt (SRF-012)",2014,2013,"Shirt","One size fits mosts","Tee for the 24 Dances suite of piano compositions.",,,,,,,,"[4138] [2013-115-24-Dances-For-The-Electric-Piano] 2013-015 24 Dances For The Electric Piano (SRF-001)"
"2013-218",,"2013-218-24-dances-for-the-electric-piano","24 Dances For The Electric Piano ",2013,2013,"Piano suite",,,,"https://soundcloud.com/coryarcangel/sets/24-dances-for-the-electric-piano-record-srf-001",,,"(Composition)","24-dances-2013-015-sheet-music-master.pdf",,"[4138] [2013-115-24-Dances-For-The-Electric-Piano] 2013-015 24 Dances For The Electric Piano (SRF-001)"
"2013-206",,"2013-206-25-clintons-2-palms-and-a-taurus"," 25 Clintons, 2 Palms, and a Taurus",2013,2013,"Sixteen pencil on paper drawings. ","(x16) 36 x 24 in.","​....",,,,,,,,
"2013-199",,"2013-199-the-source-sculpture","The Source",2013,2013,"Flex 6xA4 Brochure Stand, various The Source zines","145 x 27 x 36",,,,,,"(sculpture)",,,"[4111] [2013-117-the-source-desktop-wireform] 2013 117 The Source Issue 1 Desktop Wireform
[4112] [2013-133-the-source-issue-3-i-shot-andy-warhol] 2013 133 The Source Issue 3 I Shot Andy Warhol
[4113] [2013-168-the-source-issue-4-on-and-on] 2013-168 The Source Issue 4 On and On
[4114] [2013-138-the-source-pizza-party] 2013 138 The Source Issue 2 Pizza Party
[4211] [2013-136-the-source-issue-5-space-invader] 2013-136 The Source Issue 5 Space Invader
[4213] [2013-137-the-source-hello-world-pen-plotter] 2013-137 The Source Issue 6  Hello World Pen Plotter
[4214] [2013-140-the-source-issue-7-dooogle] 2013-140 The Source Issue 7 Dooogle
[4215] [2013-134-the-source-issue-8-six-sixty-six] 2013-134 The Source Issue 8 Six Sixty Six"
"2013-198",,"2013-198-photoshop-cs","Photoshop CS: 25800 by 9400 centimeters, 30 DPI, RGB, square pixels, default gradient ""Russell's Rainbow"", mousedown y=45000 x=224000, mouseup y=16000 x=235000",2014,2013,"Carpet",,"​... digital carpet ... (!!!)",,,,,,,,
"2013-197",,"2013-197-since-u-been-gone-music-for-stereos","Since U Been Gone / Music For Stereos",2013,2013,"Bang & Olufsen Beosound 9000, Bang & Olufsen BeoLab 6000, Since U Been Gone (2010) Compact Discs","128 x 135 x 50","​“Combo” version of a past series &amp; performance.",,,,,,,,"[4196] [2010-025-music-for-stereos] 2010-025 Music For Stereos"
"2013-196",,"2013-196-quickoffice","QuickOffice",2013,2013,"Samsung Galaxy Tab 3 (SM-T310), three HTC Wildfile S (Metro PCS) cell phones, two Samsung Galaxy Prevail II cell phones, cell phone display security devices, table, twist ties, Super Mario Clouds (2002-) & F1 Racer (2004) aka Super Landscape #1 (2005) Nintendo Entertainment System .nes Roms, Android OS Nintendo Entertainment System emulators",,"Re-staging of my old(ish) NES works on emulators running on cell phones. Actually,... re-staging of Super Landscape #1 which is Super Mario Clouds and F1 Racer smashed together into a nu work. On and on,...",,,,,,,,"[185] [2005-021-super-landscape-1] 2005-021 Super Landscape #1
[4173] [2014-121-room-for-squares] 2014-121 Room for Squares
[4281] [2015-068-quickoffice] 2015-068 QuickOffice"
"2013-193",,"2013-193-seinfeld-dvd-lakes","Seinfeld DVD / Lakes",2013,2013,"1920x1080 H.264/MPEG-4 Part 10 looped digital file (from ​lossless ​Quicktime Animation master), media player, 70” flatscreen, armature, various cables","79 x 36.5 x 11 inches",,,,,,,,,
"2013-190",,"2013-190-awkard-smiles-lakes","Awkard Smiles / Lakes",2013,2013,"1920x1080 H.264/MPEG-4 Part 10 looped digital file (from ​lossless ​Quicktime Animation master), media player, 70” flatscreen, armature, various cables","79 x 36.5 x 11 inches",,,,,,,,,
"2013-189",,"2013-189-asshole-lakes","Asshole / Lakes",2013,2013,"1920x1080 H.264/MPEG-4 Part 10 looped digital file (from ​lossless ​Quicktime Animation master), media player, 70” flatscreen, armature, various cables","79 x 36.5 x 11 inches",,,,,,,,,"[4174] [2014-095-hillary-lakes] 2014 095 Asshole 2 / Lakes"
"2013-179",,"2013-179-napkins","Napkins",2013,2013,"Inkjet on canvas","55in x 55in",,,,,,,,,"[4115] [2013-169-freshbuzz] 2013-169 Freshbuzz"
"2013-178",,"2013-178-napkins","Napkins",2013,2013,"Inkjet on canvas","55in x 55in",,,,,,,,,"[4115] [2013-169-freshbuzz] 2013-169 Freshbuzz"
"2013-177",,"2013-177-napkins","Napkins",2013,2013,"Inkjet on canvas","55in x 55in","Dirty napkin (watermarked)",,,,,,,,"[4115] [2013-169-freshbuzz] 2013-169 Freshbuzz"
"2013-176",,"2013-176-napkins","Napkins",2013,2013,"Inkjet on canvas","55in x 55in","Dirty napkin (watermarked)",,,,,,,,
"2013-169",,"2013-169-freshbuzz","Freshbuzz (www.subway.com)",2014,2014,"Single channel video",,"On take motion picture of myself web surfing around www.subway.com",,,,,,,,"[4162] [2013-176-napkins] 2013 176 Napkins
[4163] [2013-177-napkins] 2013 177 Napkins
[4164] [2013-178-napkins] 2013 178 Napkins
[4165] [2013-179-napkins] 2013 179 Napkins"
"2013-168",,"2013-168-the-source-issue-4-on-and-on","The Source Issue #4: On and On (SRF-017)",2013,2013,"Zine","11 x 8.5","Source code for “On and on” bot printed with archival inks and paper, footnoted with artist txt, writing, poetry, whatevz, etc, etc,
 etc.",,,,"https://github.com/coryarcangel/On-and-On",,"the-source-on-and-on-2013-168-digital-master-ih.pdf","Creative Capital",
"2013-144",,"2013-144-the-source-issue-9-colors-personal-edition","The Source Issue #9: Colors Personal Edition (SRF-052)",2018,2018,"Zine","11 x 8.5 in",,,,,"https://github.com/coryarcangel/Colors-Personal-Edition",,"the-source-colors-pe-2013-144-digital-master-ih-2018.pdf",,
"2013-141",,"2013-141-the-source-issue-10-what-a-misunderstanding","The Source  Issue #10: What a misunderstanding! (SRF-051)",2018,2018,"Zine","11 x 8.5 in",,,,,"https://github.com/coryarcangel/What-a-Misunderstanding",,"the-source-wam-2013-141-digital-master-ih-2018.pdf",,"[55] [2009-046-what-a-misunderstanding-art] 2009-046 What a Misunderstanding!"
"2013-140",,"2013-140-the-source-issue-7-dooogle","The Source Issue #7: Dooogle (SRF-23)",2015,2015,"Zine",,"Source code for my 2004 web “masterpiece” :/ Dooogle printed with archival inks and paper, ...........",,,,"https://github.com/coryarcangel/Dooogle",,"the-source-dooogle-2013-140-digital-master-ih.pdf","Creative Capital","[17] [2004-006-dooogle] 2004-006 Dooogle"
"2013-138",,"2013-138-the-source-pizza-party","The Source Issue #2: Pizza Party (SRF-015)",2013,2013,"Zine","11 x 8.5","Source code for “Pizza Party” software (a collaboration with Michael Frumin) printed on archival inks and
 paper, footnoted with artist txt, writing, poetry, whatevz, etc, etc, .........",,,,"https://github.com/coryarcangel/Pizza-Party-0.1.b",,"the-source-pizza-party-2013-138-digital-master-ih.pdf","Creative Capital","[16] [2004-009-pizza-party] 2004-009 Pizza Party"
"2013-137",,"2013-137-the-source-hello-world-pen-plotter","The Source Issue #6: HP Pen Plotter Hello World (SRF-22)",2015,2015,"Zine","11 x 8.5","Source code for my HP pen plotter hello worlds printed on archival inks and paper, footnoted with artist txt, writing, poetry, whatevz, etc, etc, ......... bla bla bla.",,,,"https://github.com/coryarcangel/Hp-Pen-Plotter-Hello-World",,"the-source-hp-hello-world-2013-137-digital-master-ih.pdf","Creative Capital","[56] [2009-033-hello-world] 2009-033 Hello World
[57] [2009-034-hello-world] 2009-034 Hello World
[58] [2009-035-hello-world] 2009-035 Hello World
[59] [2009-036-hello-world] 2009-036 Hello World
[60] [2009-037-hello-world] 2009-037 Hello World
[149] [2010-081-hello-world] 2010-081 Hello World"
"2013-136",,"2013-136-the-source-issue-5-space-invader","The Source Issue #5: Space Invader (SRF-20)",2015,2015,"Zine","11 x 8.5","Source code for “Space Invader” Atari mod (a collaboration with RSG) printed on archival inks and paper, footnoted with artist txt, writing, poetry, whatevz, etc, etc, ......... bla bla bla.",,,,"https://github.com/coryarcangel/Space-Invader",,"the-source-space-invader-2013-168-digital-master-ih.pdf","Creative Capital","[14] [2004-001-space-invader] 2004-001 Space Invader"
"2013-134",,"2013-134-the-source-issue-8-six-sixty-six","The Source Issue #8: Six Sixty-six (SRF-24)",2015,2015,"Zine",,"Source code for my infinate compression experiment (2004) as an archival zine. Def collect dem all!±±±",,,,"https://github.com/coryarcangel/666",,"the-source-six-sixty-six-2013-134-digital-master-ih.pdf","Creative Capital","[13] [2004-004-iron-maidens-number-of-the-beast-compressed-over-and-over] 2004-004 Iron Maidens “The Number of the Beast” compressed over and over as an mp3 666 times"
"2013-133",,"2013-133-the-source-issue-3-i-shot-andy-warhol","The Source Issue #3: I Shot Andy Warhol (SRF-016)",2013,2013,"Zine","11 x 8.5","Source code for “I Shot Andy Warhol” NES cart (binary FYI) printed with archival inks and
 paper, footnoted with artist txt, writing, poetry, whatevz, etc, etc, etc ;-)",,,,"https://github.com/coryarcangel/I-Shot-Andy-Warhol",,"the-source-warhol-2013-133-digital-master-ih.pdf","Creative Capital","[9] [2002-002-i-shot-andy-warhol] 2002-002 I Shot Andy Warhol"
"2013-132",,"2013-132","Is the Applebees on Delco Park Dr. in the suburbs of dayton open right now?","2013-ongoing",2013,"Website",,".....exactly the URL says. Would u believe me if I told u this took me 5 years to finish?",,"http://istheapplebeesondelcoparkdrinthesuburbsofdaytonopenrightnow.com",,,,,,
"2013-117",,"2013-117-the-source-desktop-wireform","The Source Issue #1: Desktop Wireform (SRF-014)",2013,2013,"Zine","11 x 8.5","Source code for “Desktop Wireform” sculpture printed on archival inks and paper, footnoted with artist txt, writing, poetry, whatevz, etc, etc, etc,,,,,,,",,,,"https://github.com/coryarcangel/Desktop-Wireform",,"the-source-desktop-wireform-2013-117-digital-master-ih.pdf","Creative Capital","[109] [2011-102-hello-world] 2011-102 Hello World
[111] [2011-103-hello-world] 2011-103 Hello World
[117] [2011-099-hello-world] 2011-099 Hello World
[149] [2010-081-hello-world] 2010-081 Hello World"
"2013-115","Arcangel Surfware","2013-115-24-dances-for-the-electric-piano","24 Dances For The Electric Piano (SRF-001)",2014,2013,"12"" LP vinyl disk, score, laptop sticker.","12 in x 12 in","​Vinyl release of my suite of 24 piano compositions. Don’t sleep on it. It’s sick!",,"https://soundcloud.com/coryarcangel/sets/24-dances-for-the-electric-piano-record-srf-001",,,"(Vinyl)",,,"[4139] [2013-219-24-dances-for-the-electric-piano-long-sleeve-silkscreened-t-shirt] 2013-219 24 Dances For The Electric Piano Long-Sleeve Silkscreened T-Shirt (SRF-012)
[4140] [2013-221-24-dances-for-electric-piano-drawing-srf-013] 2013-221 24 Dances for Electric Piano (Drawing) (SRF-013)
[4194] [2013-218-24-dances-for-the-electric-piano] 2013-218 24 Dances For The Electric Piano (Composition)"
"2013-087",,"2013-087-blackberry-lakes","Blackberry / Lakes",2013,2013,"1920x1080 H.264/MPEG-4 Part 10 looped digital file (from ​lossless ​Quicktime Animation master), media player, 70” flatscreen, armature, various cables","79 x 36.5 x 11 inches","Rando image w/ lake effect ;-)",,,,,,,,
"2013-063",,"2013-063-audmcrs-website","The AUDMCRS Underground Dance Music Collection of Recorded Sound",2013,2013,"Website",,"​Website 4 my touring trance record collection.",,"http://audmcrs.coryarcangel.com",,,"(Website)",,,"[2217] [2011-156-audmcrs-installation] 2011-156 The AUDMCRS Underground Dance Music Collection of Recorded Sound
[2228] [2012-065-audmcrs-essay] 2012-065 AUDMCRS Essay"
"2013-062",,"2013-062-express-yourself-clearly","Express Yourself Clearly",2013,2013,"Walmart Polar Bear TV, USB stick, Jpeg sequence","30 x 32 x 11 inches","​Clinton jogging on a TV which looks like apolar bear :/",,,,,,,,"[4151] [2012-117-express-yourself-clearly] 2012-117 Express Yourself Clearly"
"2012-160","Arcangel Surfware R & D team","2012-160-euphoria","Euphoria",2014,2012,"Acer laptop running Light O Rama S3 Software Suite Pro, three Light O Rama CTB16PC controllers, one Cosmic Color Ribbon LED Strip and controller, eight DMX512 decoders, RGB LED strips, thirteen LED string lights, three Roman Lights Holographic Ropelight Palm Trees, clip-lamps with LED bulbs, extension cords, zip-ties","Variable","​Christmas Light animation.......",,"http://www.dailymotion.com/video/x1z2ci8_arcangel-surfware-yolo-pop-up-shop-holiday-inn_creation#from=embediframe",,,,,,
"2012-150",,"2012-150-carnegie-brochure","Carnegie Brochure",2012,2012,"Booklet",,,"​Brochure made for a show at the Carnegie Museum. Unknown edition. Not for sale or available outside of the show.&nbsp;",,,,,,,
"2012-149",,"2012-149-not-yet-titled","Not Yet Titled",2012,2012,"Realtime tele-performance",,"Live tele-performance of me watching TV (and having a glass of white wine).","​This was a live performance where I watched TV in NYC, and broadcast it live to the Western Front in Vancouver (via Skype).I also had a glass of white wine somewhere along the way. Yes, that is Erin Brockovich in the still above. The idea here was to do just whatever I would have been doing anyway, except broadcast it across North America to an audience - the ultimate low stress / stay at home performance.",,,,,,,
"2012-134","The Carnegie Museum of Art","2012-134-yolo","You Only Live Once",2012,2012,"Institutional Social Media Campaign",,"Viewers of my show at the Carnegie Museum of Art were encouraged to share thoughts / images of the show online using the tag #YOLO. :)",,,,,,,,
"2012-117",,"2012-117-express-yourself-clearly","Express Yourself Clearly",2012,2012,"Walmart Polar Bear TV, USB stick, Jpeg sequence","30 x 32 x 11 inches","​Clinton jogging on a TV which looks like apolar bear :/",,,,,,,,"[4152] [2013-062] 2013-062 Express Yourself Clearly"
"2012-096",,"2012-096-gerbers","Gerbers",2012,2012,"Pen on paper","24 X 36 inches",,,,,,,,,
"2012-092",,"2012-092-photoshop-cs","Photoshop CS: 60 by 60 inches, 300 DPI, RGB, square pixels, default gradient ""Foreground to Background"", mousedown y=6960 x=10440, mouseup y=4005 x=75; default gradient ""Transparent Stripes"" (turn transparency on), mousedown y=2650 x=15450, mouseup y=6840",2012,2012,"Chromogenic print","60 x 60","A ​""Double Click"" photoshop. Part of my new series. LOL. :)","​Decided to up the amount of clicks it takes to make my Photoshop paintings / photos / whatever they r. :)",,,,,,,
"2012-083",,"2012-083-clintons","Clintons",2012,2012,"Pencil on paper",,"​Pretty much what the title says :)",,,,,,,,
"2012-080",,"2012-080-lil-jordans","Not Yet Titled (working title: Lil Jordan's)",2012,2012,"Baby Air Jordans, shoe rack. ","Variable. ","​...",,,,,,,,
"2012-070",,"2012-070-consumer-information","Consumer Information",2012,2012,"Wastebasket, Sprite Zero cans. ","11 x 11 x 15 in",,,,,,,,,
"2012-069",,"2012-069-super-chilled","Super Chilled",2012,2012,"Wastebasket, Rockstar Energy cans.","15 x 11 x 11in",,,,,,,,,
"2012-068",,"2012-068-solitaire-weekly","Solitaire Weekly",2013,2012,"Webisode series, Tumblr, Youtube, Facebook, & Twitter accounts. ",,"​Webisode series (featuring screen cast computer solitaire), and associated social media accounts :/","​This series ran every week for a year. During that time I didn’t bother to tell anyone about it (oops). While this series was running only a handful of people saw it, mostly bots. Definitely one of the projects I am most proud of.","http://www.solitaire-weekly.com",,,,,,"[4115] [2013-169-freshbuzz] 2013-169 Freshbuzz
[4130] [2014-032-so-shines-a-good-deed-in-a-weary-world] 2014-032 So shines a good deed in a weary world
[4131] [2014-31-max-perks] 2014--31 Max Perks
[4132] [2014-030-ideas-in-action] 2014-030 Ideas In Action"
"2012-066",,"2012-066-working-on-my-novel","Working On My Novel",2014,2012,"Twitter Account",,"​Twitter Feed which re-tweets the best posts featuring the phrase “working on my novel”.",,"http://twitter.com/WrknOnMyNovel",,,"(Twitter Account)",,,"[17] [2004-006-dooogle] 2004-006 Dooogle
[54] [2009-032-working-on-my-novel] 2009-032 Working On My Novel (Twitter Search)
[55] [2009-046-what-a-misunderstanding-art] 2009-046 What a Misunderstanding!
[98] [2010-020-sorry-i-havent-posted] 2010-020 Sorry I Havent Posted
[4127] [2012-037-work-on-my-novel-book] 2012-037 Work On My Novel (book)"
"2012-061",,"2012-061-timeless-standards","Timeless Standards",2012,2012,"Inkjet on Canvas","56 x 40 inches",,,,,,,,,
"2012-060",,"2012-060-timeless-standrads","Timeless Standards",2012,2012,"Inkjet on Canvas","56 x 40 inches",,,,,,,,,
"2012-058",,"2012-058-timeless-standards","Timeless Standards",2012,2012,"Inkjet on Canvas","56 x 40 inches",,,,,,,,,
"2012-044",,"2012-044-increased-stress","Increased Stress",2012,2012,"Wastebasket, Red Bull Cans","15 x 11 x 11in",,,,,,,,,
"2012-037",,"2012-037-work-on-my-novel-book","Working On My Novel",2014,2014,"Fiction novel",,"​Novel featuring the best tweets which include the phase “working on my novel”.","INFORMATION:
 Author: <a href=""http://coryarcangel.com/"" title="""">Cory Arcangel</a>
 ISBN #: 1846147425 
 Publisher: <a href=""http://www.penguin.com/"" title="""">Penguin Books Ltd</a>
 Publication date: July 31st, 2014
 Binding: Paperback 
 Pages: 144",,,,"(Book)",,,"[54] [2009-032-working-on-my-novel] 2009-032 Working On My Novel (Twitter Search)
[2205] [2012-066-working-on-my-novel] 2012-066 Working On My Novel (Twitter Feed)"
"2012-031",,"2012-031-originals","Originals",2012,2012,"Soggy corn flakes, milk, spoon, bowl. ","6 x 6 X 3",,,,,,,,,
"2012-029","The Carnegie Museum of Art, The Andy Warhol Museum, and The Frank-Ratchye STUDIO for Creative Inquiry","2012-029-andy-warhol-amiga-preservation","Andy Warhol Amiga Preservation",2014,2011,"Multi-year preservation project",,"Worked with a super chill team to discover and preserve Andy Warhol’s Amiga 1000 experiments.","Not exactly a “thing i made”, more like a “thing i produced”, but none the less, ... my fav project of all time.There iz a really great documentary on the project linked above. Def watch, and read the great accompanying text – The Warhol Files – if you got an extra 20 min lying around some day. Will give you a good idea of the 3 year process that went into this. ;)",,"https://vimeo.com/92583299",,,,,"[4153] [2014-024-the-warhol-files] 2014-024 The Warhol Files"
"2012-027",,"2012-027-more-details","More Detials",2012,2012,"Tic-tacs, Mercedes-Benz Concept Style Coupé","Variable","​A handful of tic-tacs thrown under the front seat of a Mercedes,....:)","So yeah, this was just some tic tacs thrown under the front seat of a Mercedes,.. it wz in a show at MOCA LA (curated by Mike D!) I think it is my personal highlight of 2012. If you have a Mercedes and are interested in this work - aka having some tic tacs thrown under your front seat - please contact me using the contact on the ABOUT page of this site. Thanks and looking forward to hearing from you ! :)",,,,,,,
"2012-022",,"2012-022-a-few-casuals","A Few Casuals",2012,2012,"Pink Ugg® footware, 99.9% pure lead ingots",,"​Uggs with a lead ignot in them",,,,,,,,"[120] 2011-114 A Few Casuals - 2011-114-a-few-casuals"
"2012-020",,"2012-020-oldcvpdf","oldcv.pdf",2012,2012,"Web search",,"Web results fro oldcv.pdf :/",,,,,,,,
"2012-001",,"2012-001-umbrella","Umbrella",2012,2012,"Photograph","3 X 5","Photograph of a mis-shelved Rhianna CD.&nbsp;","​​I took this photo in a Norwegian supermark (in the ice cream section). Sometimes these things find you. First thing of 2012. :)",,,,,,,
"2011-194",,"2011-194-follow-my-other-twitter","Follow My Other Twitter",2011,2011,"Search for social media network. ",,,,"http://twitter.com/#!/search/%22follow%20my%20other%20twitter%22",,,,,,
